File Path,Model,Prompt,Filename,Age,Gender,Race,Emotion,P_Skin_Hex,P_MST_Index,P_MST_Hex,P_PERLA_Index,P_PERLA_Hex,P_FST_Type,P_FST_DeltaE,P_N_Clusters
output\gemini_flash\an_individual_photorealistic\178.png,gemini_flash,an_individual_photorealistic,178.png,25,Woman,white,happy,#caaea8,5,#d7bd96,9,#E7C1B8,3,9.71,1
output\gemini_flash\an_individual_photorealistic\179.png,gemini_flash,an_individual_photorealistic,179.png,27,Woman,white,happy,#6f4848,8,#604134,4,#6F503C,5,11.53,1
output\gemini_flash\an_individual_photorealistic\18.png,gemini_flash,an_individual_photorealistic,18.png,25,Woman,white,happy,#c7aaa0,5,#d7bd96,9,#E7C1B8,3,8.67,1
output\gemini_flash\an_individual_photorealistic\180.png,gemini_flash,an_individual_photorealistic,180.png,25,Woman,white,happy,#6f4948,8,#604134,4,#6F503C,5,11.56,1
output\gemini_flash\an_individual_photorealistic\181.png,gemini_flash,an_individual_photorealistic,181.png,27,Woman,white,neutral,#af7d6c,6,#a07e56,6,#9D7A54,4,6.21,2
output\gemini_flash\an_individual_photorealistic\182.png,gemini_flash,an_individual_photorealistic,182.png,21,Woman,white,neutral,#cba08d,5,#d7bd96,7,#BEA07E,3,5.49,1
output\gemini_flash\an_individual_photorealistic\183.png,gemini_flash,an_individual_photorealistic,183.png,26,Man,white,happy,#e3ad88,5,#d7bd96,7,#BEA07E,3,2.32,1
output\gemini_flash\an_individual_photorealistic\184.png,gemini_flash,an_individual_photorealistic,184.png,26,Woman,white,happy,#905a4d,7,#825c43,5,#81654F,5,4.16,2
output\gemini_flash\an_individual_photorealistic\185.png,gemini_flash,an_individual_photorealistic,185.png,29,Woman,white,happy,#996053,7,#825c43,5,#81654F,5,6.1,2
output\gemini_flash\an_individual_photorealistic\186.png,gemini_flash,an_individual_photorealistic,186.png,28,Woman,white,happy,#836063,7,#825c43,5,#81654F,5,12.21,1
output\gemini_flash\an_individual_photorealistic\187.png,gemini_flash,an_individual_photorealistic,187.png,30,Woman,white,happy,#d3997c,5,#d7bd96,7,#BEA07E,3,5.07,1
output\gemini_flash\an_individual_photorealistic\188.png,gemini_flash,an_individual_photorealistic,188.png,25,Woman,white,happy,#ceb0a8,5,#d7bd96,9,#E7C1B8,3,8.66,1
output\gemini_flash\an_individual_photorealistic\189.png,gemini_flash,an_individual_photorealistic,189.png,22,Woman,white,neutral,#d3af9f,5,#d7bd96,9,#E7C1B8,3,5.65,1
output\gemini_flash\an_individual_photorealistic\19.png,gemini_flash,an_individual_photorealistic,19.png,25,Man,white,neutral,#a28474,6,#a07e56,6,#9D7A54,4,9.21,2
output\gemini_flash\an_individual_photorealistic\190.png,gemini_flash,an_individual_photorealistic,190.png,24,Woman,white,happy,#8d5f5b,7,#825c43,5,#81654F,5,8.25,1
output\gemini_flash\an_individual_photorealistic\191.png,gemini_flash,an_individual_photorealistic,191.png,23,Woman,white,happy,#c49c88,5,#d7bd96,7,#BEA07E,3,6.29,2
output\gemini_flash\an_individual_photorealistic\192.png,gemini_flash,an_individual_photorealistic,192.png,27,Woman,white,happy,#835b58,7,#825c43,4,#6F503C,5,8.7,1
output\gemini_flash\an_individual_photorealistic\193.png,gemini_flash,an_individual_photorealistic,193.png,25,Woman,white,happy,#ccada8,5,#d7bd96,9,#E7C1B8,3,9.61,1
output\gemini_flash\an_individual_photorealistic\194.png,gemini_flash,an_individual_photorealistic,194.png,27,Woman,white,happy,#8e6d73,7,#825c43,5,#81654F,5,15.21,1
output\gemini_flash\an_individual_photorealistic\195.png,gemini_flash,an_individual_photorealistic,195.png,27,Woman,white,happy,#6c4c4e,8,#604134,4,#6F503C,6,12.71,1
output\gemini_flash\an_individual_photorealistic\196.png,gemini_flash,an_individual_photorealistic,196.png,27,Woman,white,happy,#d1aa9b,5,#d7bd96,9,#E7C1B8,3,5.83,1
output\gemini_flash\an_individual_photorealistic\197.png,gemini_flash,an_individual_photorealistic,197.png,28,Woman,white,happy,#ef9467,5,#d7bd96,7,#BEA07E,4,8.66,2
output\gemini_flash\an_individual_photorealistic\198.png,gemini_flash,an_individual_photorealistic,198.png,28,Woman,white,happy,#634141,8,#604134,3,#513B2E,6,9.44,1
output\gemini_flash\an_individual_photorealistic\199.png,gemini_flash,an_individual_photorealistic,199.png,24,Woman,white,happy,#bda399,5,#d7bd96,7,#BEA07E,3,9.06,1
output\gemini_flash\an_individual_photorealistic\2.png,gemini_flash,an_individual_photorealistic,2.png,25,Woman,white,happy,#c1927d,6,#a07e56,7,#BEA07E,4,4.8,2
output\gemini_flash\an_individual_photorealistic\20.png,gemini_flash,an_individual_photorealistic,20.png,26,Woman,white,happy,#9c7669,6,#a07e56,5,#81654F,4,10.89,1
output\gemini_flash\an_individual_photorealistic\200.png,gemini_flash,an_individual_photorealistic,200.png,22,Man,white,neutral,#b18c76,6,#a07e56,7,#BEA07E,4,6.03,2
output\gemini_flash\an_individual_photorealistic\201.png,gemini_flash,an_individual_photorealistic,201.png,25,Woman,white,happy,#caa9a2,5,#d7bd96,9,#E7C1B8,3,9.42,1
output\gemini_flash\an_individual_photorealistic\202.png,gemini_flash,an_individual_photorealistic,202.png,25,Woman,white,happy,#895c5b,7,#825c43,4,#6F503C,5,9.21,1
output\gemini_flash\an_individual_photorealistic\203.png,gemini_flash,an_individual_photorealistic,203.png,29,Woman,white,happy,#aa7964,6,#a07e56,6,#9D7A54,4,6.81,1
output\gemini_flash\an_individual_photorealistic\204.png,gemini_flash,an_individual_photorealistic,204.png,30,Woman,white,happy,#ebb58b,5,#d7bd96,8,#E5C8A6,3,3.99,2
output\gemini_flash\an_individual_photorealistic\205.png,gemini_flash,an_individual_photorealistic,205.png,24,Woman,white,happy,#cdaea7,5,#d7bd96,9,#E7C1B8,3,9.04,1
output\gemini_flash\an_individual_photorealistic\206.png,gemini_flash,an_individual_photorealistic,206.png,30,Woman,white,happy,#df936f,6,#a07e56,7,#BEA07E,4,5.83,2
output\gemini_flash\an_individual_photorealistic\207.png,gemini_flash,an_individual_photorealistic,207.png,24,Woman,white,happy,#c3a59e,5,#d7bd96,9,#E7C1B8,3,9.27,1
output\gemini_flash\an_individual_photorealistic\208.png,gemini_flash,an_individual_photorealistic,208.png,25,Woman,white,happy,#c69582,6,#a07e56,7,#BEA07E,4,6.22,2
output\gemini_flash\an_individual_photorealistic\209.png,gemini_flash,an_individual_photorealistic,209.png,25,Woman,white,happy,#c3aba5,5,#d7bd96,9,#E7C1B8,3,10.37,1
output\gemini_flash\an_individual_photorealistic\21.png,gemini_flash,an_individual_photorealistic,21.png,26,Man,white,happy,#d4af9d,5,#d7bd96,9,#E7C1B8,3,4.78,1
output\gemini_flash\an_individual_photorealistic\210.png,gemini_flash,an_individual_photorealistic,210.png,26,Woman,white,neutral,#ad806f,6,#a07e56,6,#9D7A54,4,6.16,2
output\gemini_flash\an_individual_photorealistic\211.png,gemini_flash,an_individual_photorealistic,211.png,21,Man,white,happy,#d3ab96,5,#d7bd96,9,#E7C1B8,3,3.81,2
output\gemini_flash\an_individual_photorealistic\212.png,gemini_flash,an_individual_photorealistic,212.png,29,Woman,white,happy,#905a4d,7,#825c43,5,#81654F,5,4.44,2
output\gemini_flash\an_individual_photorealistic\213.png,gemini_flash,an_individual_photorealistic,213.png,31,Woman,white,happy,#8f6664,7,#825c43,5,#81654F,5,10.08,1
output\gemini_flash\an_individual_photorealistic\214.png,gemini_flash,an_individual_photorealistic,214.png,24,Woman,white,happy,#cba391,5,#d7bd96,7,#BEA07E,3,5.3,1
output\gemini_flash\an_individual_photorealistic\215.png,gemini_flash,an_individual_photorealistic,215.png,26,Woman,white,happy,#876163,7,#825c43,5,#81654F,5,11.77,1
output\gemini_flash\an_individual_photorealistic\216.png,gemini_flash,an_individual_photorealistic,216.png,26,Woman,white,happy,#b48f82,6,#a07e56,7,#BEA07E,4,8.05,1
output\gemini_flash\an_individual_photorealistic\217.png,gemini_flash,an_individual_photorealistic,217.png,25,Woman,white,happy,#c7aba5,5,#d7bd96,9,#E7C1B8,3,9.94,1
output\gemini_flash\an_individual_photorealistic\218.png,gemini_flash,an_individual_photorealistic,218.png,28,Woman,white,happy,#e49c77,5,#d7bd96,7,#BEA07E,3,5.66,2
output\gemini_flash\an_individual_photorealistic\219.png,gemini_flash,an_individual_photorealistic,219.png,30,Woman,white,happy,#b38876,6,#a07e56,6,#9D7A54,4,5.83,1
output\gemini_flash\an_individual_photorealistic\22.png,gemini_flash,an_individual_photorealistic,22.png,24,Woman,white,happy,#c6947e,6,#a07e56,7,#BEA07E,4,5.05,2
output\gemini_flash\an_individual_photorealistic\220.png,gemini_flash,an_individual_photorealistic,220.png,28,Woman,white,happy,#955f50,7,#825c43,5,#81654F,5,4.67,2
output\gemini_flash\an_individual_photorealistic\221.png,gemini_flash,an_individual_photorealistic,221.png,26,Woman,white,happy,#c7a9a5,5,#d7bd96,9,#E7C1B8,3,10.54,1
output\gemini_flash\an_individual_photorealistic\222.png,gemini_flash,an_individual_photorealistic,222.png,27,Woman,white,happy,#9a6a5a,7,#825c43,5,#81654F,5,8.0,2
output\gemini_flash\an_individual_photorealistic\223.png,gemini_flash,an_individual_photorealistic,223.png,25,Woman,white,happy,#b28e7c,6,#a07e56,7,#BEA07E,4,7.05,2
output\gemini_flash\an_individual_photorealistic\224.png,gemini_flash,an_individual_photorealistic,224.png,21,Man,white,happy,#d5ae9f,5,#d7bd96,9,#E7C1B8,3,5.33,2
output\gemini_flash\an_individual_photorealistic\225.png,gemini_flash,an_individual_photorealistic,225.png,25,Woman,white,happy,#c8a7a1,5,#d7bd96,9,#E7C1B8,3,9.63,1
output\gemini_flash\an_individual_photorealistic\226.png,gemini_flash,an_individual_photorealistic,226.png,27,Woman,white,happy,#c9aba6,5,#d7bd96,9,#E7C1B8,3,9.97,1
output\gemini_flash\an_individual_photorealistic\227.png,gemini_flash,an_individual_photorealistic,227.png,30,Woman,white,happy,#634a47,8,#604134,3,#513B2E,6,10.41,1
output\gemini_flash\an_individual_photorealistic\228.png,gemini_flash,an_individual_photorealistic,228.png,23,Woman,white,happy,#c9a292,5,#d7bd96,9,#E7C1B8,3,6.07,2
output\gemini_flash\an_individual_photorealistic\229.png,gemini_flash,an_individual_photorealistic,229.png,23,Woman,white,happy,#bfa6a1,5,#d7bd96,9,#E7C1B8,3,10.85,2
output\gemini_flash\an_individual_photorealistic\23.png,gemini_flash,an_individual_photorealistic,23.png,29,Man,white,neutral,#474951,9,#3a312a,1,#373028,6,16.89,2
output\gemini_flash\an_individual_photorealistic\230.png,gemini_flash,an_individual_photorealistic,230.png,25,Woman,white,happy,#bca098,5,#d7bd96,9,#E7C1B8,3,10.03,1
output\gemini_flash\an_individual_photorealistic\231.png,gemini_flash,an_individual_photorealistic,231.png,28,Woman,middle eastern,neutral,#c79f8d,5,#d7bd96,7,#BEA07E,3,5.97,2
output\gemini_flash\an_individual_photorealistic\232.png,gemini_flash,an_individual_photorealistic,232.png,26,Woman,white,happy,#d2b3ab,5,#d7bd96,9,#E7C1B8,2,8.49,1
output\gemini_flash\an_individual_photorealistic\233.png,gemini_flash,an_individual_photorealistic,233.png,27,Woman,white,happy,#724f4f,8,#604134,4,#6F503C,5,11.19,1
output\gemini_flash\an_individual_photorealistic\234.png,gemini_flash,an_individual_photorealistic,234.png,28,Woman,white,happy,#a4756b,7,#825c43,5,#81654F,4,10.12,1
output\gemini_flash\an_individual_photorealistic\235.png,gemini_flash,an_individual_photorealistic,235.png,27,Woman,white,happy,#cca18e,5,#d7bd96,7,#BEA07E,3,5.29,1
output\gemini_flash\an_individual_photorealistic\236.png,gemini_flash,an_individual_photorealistic,236.png,23,Woman,white,happy,#ca9e8d,5,#d7bd96,7,#BEA07E,3,6.45,2
output\gemini_flash\an_individual_photorealistic\237.png,gemini_flash,an_individual_photorealistic,237.png,26,Woman,white,happy,#c6a39b,5,#d7bd96,9,#E7C1B8,3,9.23,1
output\gemini_flash\an_individual_photorealistic\238.png,gemini_flash,an_individual_photorealistic,238.png,23,Woman,white,happy,#8b5d5c,7,#825c43,5,#81654F,5,9.79,1
